,ds,yhat,yhat_lower,yhat_upper
2232,1985-02-23,4.616926178666242,2.8891709212799026,6.50869689725623
2233,1985-02-24,4.736064428257511,2.9928300948072124,6.572369843853829
2234,1985-02-25,4.843487863739362,3.1204008481649326,6.575999380699064
2235,1985-02-26,4.9371399845584385,3.174298497390624,6.727103191956205
2236,1985-02-27,5.091117112536654,3.3055976416389248,6.798223391965956
2237,1985-02-28,5.195518068725431,3.374758138839629,6.897211511313898
2238,1985-03-01,5.266364297198255,3.5085815420230677,6.983795119810133
2239,1985-03-02,5.32562659206983,3.5603761897345376,7.025663154597239
2240,1985-03-03,5.488744226000143,3.8762243465921733,7.141839709792611
2241,1985-03-04,5.634896245549859,3.882929061891818,7.4638704875243285
2242,1985-03-05,5.761424927509297,4.00862953554541,7.511392187155211
2243,1985-03-06,5.941939217710904,4.183735174781376,7.730770251730102
2244,1985-03-07,6.0661754714805305,4.252160460269737,7.795258074753672
2245,1985-03-08,6.149925754538479,4.408880353049217,7.796898754265664
2246,1985-03-09,6.2150696614675285,4.350392128910699,7.910410587505426
2247,1985-03-10,6.37709532810319,4.623522041042319,8.057128051778903
2248,1985-03-11,6.515369361679148,4.769537218395027,8.268990247388167
2249,1985-03-12,6.627555722695437,4.9176170042413405,8.429135276823
2250,1985-03-13,6.787711500109048,5.068830168794189,8.62141806858434
2251,1985-03-14,6.886137096109487,5.147208115209094,8.572618883937976
2252,1985-03-15,6.939291348167427,5.228279297113091,8.755542607973288
2253,1985-03-16,6.9698078790057005,5.333100538697528,8.781983246383682
2254,1985-03-17,7.0939987402388915,5.335386714690234,8.76655463040335
2255,1985-03-18,7.192105508525185,5.482881211963916,8.797828970214823
2256,1985-03-19,7.2626983374224245,5.608546185830128,8.973713026799894
2257,1985-03-20,7.380751397727094,5.75911903221344,9.154834465691062
2258,1985-03-21,7.437472722889893,5.63127137122595,9.22050195579521
2259,1985-03-22,7.450199483714263,5.579767867041515,9.327873612738045
2260,1985-03-23,7.442395462861962,5.67134940848498,9.084344978032348
2261,1985-03-24,7.531137245839986,5.79477656451569,9.272932474637885
2262,1985-03-25,7.597349697814549,5.799059574078966,9.248885439866552
